sample_id	major_species	abundance	taxid	phylum	class	order	family	genus	species
SAMN01923204	Desulfovibrio africanus	98.651	873	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfocurvibacter	Desulfocurvibacter africanus
SAMN05428934	Tessaracoccus flavus	98.68	1610493	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Tessaracoccus	Tessaracoccus flavus
SAMN05216242	Thauera chlorobenzoica	98.682	96773	Proteobacteria	Betaproteobacteria	Rhodocyclales	Zoogloeaceae	Thauera	Thauera chlorobenzoica
SAMN08778572	Dietzia psychralcaliphila	98.729	139021	Actinobacteria	Actinobacteria	Corynebacteriales	Dietziaceae	Dietzia	Dietzia psychralcaliphila
SAMD00004193	Tannerella forsythia	98.731	28112	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Tannerella	Tannerella forsythia
SAMN05006657	Agrobacterium rhizogenes	98.748	359	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Agrobacterium	Agrobacterium rhizogenes
SAMN06173357	Parabacteroides distasonis	98.762	823	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides distasonis
SAMN02199108	Actinoalloteichus sp. AHMU CJ021	98.764	2072503	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Actinoalloteichus	Actinoalloteichus sp. AHMU CJ021
SAMN00771507	Thioflavicoccus mobilis	98.789	80679	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thioflavicoccus	Thioflavicoccus mobilis
SAMN00713634	Isoptericola variabilis	98.791	139208	Actinobacteria	Actinobacteria	Micrococcales	Promicromonosporaceae	Isoptericola	Isoptericola variabilis
SAMN10228558	Pseudopropionibacterium propionicum	98.792	1750	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Pseudopropionibacterium	Pseudopropionibacterium propionicum
SAMN03262798	Ruminiclostridium cellulolyticum	98.794	1521	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Ruminiclostridium	Ruminiclostridium cellulolyticum
SAMD00042785	Fischerella sp. NIES-3754	98.818	1752063	Cyanobacteria		Nostocales	Hapalosiphonaceae	Fischerella	Fischerella sp. NIES-3754
SAMN02440594	Carboxydothermus hydrogenoformans	98.837	129958	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Carboxydothermus	Carboxydothermus hydrogenoformans
SAMN02584910	Thermacetogenium phaeum	98.851	85874	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermacetogenium	Thermacetogenium phaeum
SAMN00008797	Blautia hansenii	98.865	1322	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia hansenii
SAMN02744133	Thalassospira xiamenensis	98.871	220697	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Thalassospira	Thalassospira xiamenensis
SAMN10107884	Kurthia sp. 11kri321	98.877	1750719	Firmicutes	Bacilli	Bacillales	Planococcaceae	Kurthia	Kurthia sp. 11kri321
SAMN02169294	[Eubacterium] eligens	98.9	39485	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospira	Lachnospira eligens
SAMN03996303	Hafnia alvei	98.902	569	Proteobacteria	Gammaproteobacteria	Enterobacterales	Hafniaceae	Hafnia	Hafnia alvei
SAMD00064389	Kitasatospora setae	98.906	2066	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Kitasatospora	Kitasatospora setae
SAMN02440509	Candidatus Thioglobus singularis	98.906	1427364	Proteobacteria	Gammaproteobacteria			Candidatus Thioglobus	Candidatus Thioglobus singularis
SAMN05004741	Pluralibacter gergoviae	98.917	61647	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pluralibacter	Pluralibacter gergoviae
SAMN00713577	Pseudoxanthomonas suwonensis	98.924	314722	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Pseudoxanthomonas	Pseudoxanthomonas suwonensis
SAMN02232048	Rhodanobacter denitrificans	98.944	666685	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Rhodanobacter	Rhodanobacter denitrificans
SAMN08125741	Polaribacter sp. ALD11	98.944	2058137	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Polaribacter	Polaribacter sp. ALD11
SAMD00047327	Candidatus Rhodoluna planktonica	99.004	535712	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Rhodoluna	Candidatus Rhodoluna planktonica
SAMN05421671	Pimelobacter simplex	99.012	2045	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Pimelobacter	Pimelobacter simplex
SAMN07340702	[Clostridium] bolteae	99.027	208479	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Enterocloster	Enterocloster bolteae
SAMN07809952	Erwinia tasmaniensis	99.046	338565	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Erwinia tasmaniensis
SAMN02199231	Laribacter hongkongensis	99.047	168471	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Laribacter	Laribacter hongkongensis
SAMN02261421	Thermanaerovibrio velox	99.05	108007	Synergistetes	Synergistia	Synergistales	Synergistaceae	Thermanaerovibrio	Thermanaerovibrio velox
SAMN08125751	Lacinutrix sp. Bg11-31	99.056	2057808	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Lacinutrix	Lacinutrix sp. Bg11-31
SAMN02440596	Teredinibacter turnerae	99.064	2426	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Teredinibacter	Teredinibacter turnerae
SAMN05216534	Candidatus Aquiluna sp. UB-MaderosW2red	99.078	1855377	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Candidatus Aquiluna	Candidatus Aquiluna sp. UB-MaderosW2red
SAMN03568969	Wolinella succinogenes	99.087	844	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Wolinella	Wolinella succinogenes
SAMN00691412	Dialister pneumosintes	99.093	39950	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Dialister	Dialister pneumosintes
SAMN09213727	Megasphaera sp. AJH120	99.105	2144175	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	Megasphaera stantonii
SAMD00064378	Jonesia denitrificans	99.109	43674	Actinobacteria	Actinobacteria	Micrococcales	Jonesiaceae	Jonesia	Jonesia denitrificans
SAMN03996307	Pantoea agglomerans	99.114	549	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea agglomerans
SAMN09210803	Kluyvera intermedia	99.13	61648	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Kluyvera	Kluyvera intermedia
SAMN05444141	Pseudovibrio sp. FO-BEG1	99.132	911045	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pseudovibrio	Pseudovibrio sp. FO-BEG1
SAMN08125778	Planococcus sp. MB-3u-03	99.136	2058136	Firmicutes	Bacilli	Bacillales	Planococcaceae	Planococcus	Planococcus sp. MB-3u-03
SAMN04487195	Aggregatibacter actinomycetemcomitans	99.155	714	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	Aggregatibacter actinomycetemcomitans
SAMN00017498	Kyrpidia tusciae	99.171	33943	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	Kyrpidia	Kyrpidia tusciae
SAMN02769651	Desulfurella acetivorans	99.179	33002	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	Desulfurella	Desulfurella acetivorans
SAMN02769652	Rhizobium leguminosarum	99.21	384	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium leguminosarum
SAMN02261375	Acetomicrobium mobile	99.215	97477	Synergistetes	Synergistia	Synergistales	Synergistaceae	Acetomicrobium	Acetomicrobium mobile
SAMN09064259	Prauserella marina	99.24	530584	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Prauserella	Prauserella marina
SAMN02745572	Zunongwangia profunda	99.247	398743	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Zunongwangia	Zunongwangia profunda
SAMEA3138214	Candidatus Protochlamydia amoebophila	99.254	362787	Chlamydiae	Chlamydiia	Parachlamydiales	Parachlamydiaceae	Candidatus Protochlamydia	Candidatus Protochlamydia amoebophila
SAMN00117523	Thermobacillus composti	99.257	377615	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Thermobacillus	Thermobacillus composti
SAMN02199308	Sporosarcina ureae	99.26	1571	Firmicutes	Bacilli	Bacillales	Planococcaceae	Sporosarcina	Sporosarcina ureae
SAMN03996327	Grimontia hollisae	99.261	673	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Grimontia	Grimontia hollisae
SAMN03856234	Flavonifractor plautii	99.264	292800	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Flavonifractor	Flavonifractor plautii
SAMD00012323	Plesiomonas shigelloides	99.278	703	Proteobacteria	Gammaproteobacteria	Enterobacterales		Plesiomonas	Plesiomonas shigelloides
SAMN02256539	Brenneria sp. EniD312	99.279	598467	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	Brenneria	Brenneria sp. EniD312
SAMN08776254	Halothiobacillus neapolitanus	99.298	927	Proteobacteria	Gammaproteobacteria	Chromatiales	Halothiobacillaceae	Halothiobacillus	Halothiobacillus neapolitanus
SAMN03771189	Wolbachia endosymbiont of Brugia malayi	99.325	80849	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	Wolbachia endosymbiont of Brugia malayi
SAMN02048828	Bibersteinia trehalosi	99.329	47735	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Bibersteinia	Bibersteinia trehalosi
SAMD00064368	Acidimicrobium ferrooxidans	99.33	53635	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Acidimicrobium	Acidimicrobium ferrooxidans
SAMN04366573	Histophilus somni	99.335	731	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Histophilus	Histophilus somni
SAMN04297038	Oenococcus oeni	99.339	1247	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Oenococcus	Oenococcus oeni
SAMN03287929	Desulfuromonas soudanensis	99.348	1603606	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Desulfuromonas	Desulfuromonas soudanensis
SAMN04329591	Cronobacter sakazakii	99.354	28141	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Cronobacter	Cronobacter sakazakii
SAMN00008859	Selenomonas sputigena	99.361	69823	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	Selenomonas sputigena
SAMN06670431	Weissella cibaria	99.376	137591	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Weissella	Weissella cibaria
SAMN07327752	Photobacterium gaetbulicola	99.384	1295392	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Photobacterium	Photobacterium gaetbulicola
SAMEA104168227	Sodalis glossinidius	99.391	63612	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	Sodalis	Sodalis glossinidius
SAMN00120026	Ilyobacter polytropus	99.399	167642	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter	Ilyobacter polytropus
SAMN00778265	Barnesiella viscericola	99.406	397865	Bacteroidetes	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella	Barnesiella viscericola
SAMN02256540	Marichromatium purpuratum	99.409	37487	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Marichromatium	Marichromatium purpuratum
SAMN02232021	Fervidobacterium pennivorans	99.413	93466	Thermotogae	Thermotogae	Thermotogales	Fervidobacteriaceae	Fervidobacterium	Fervidobacterium pennivorans
SAMN07134948	Roseovarius sp. TM1035	99.414	391613	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseovarius	Roseovarius sp. TM1035
SAMN05660752	Rhodobaca barguzinensis	99.417	441209	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobaca	Rhodobaca barguzinensis
SAMN02261388	Saprospira grandis	99.431	1008	Bacteroidetes	Saprospiria	Saprospirales	Saprospiraceae	Saprospira	Saprospira grandis
SAMN07452765	Citrobacter farmeri	99.437	67824	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter farmeri
SAMEA44026918	Muribaculum intestinale	99.44	1796646	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculum	Muribaculum intestinale
SAMN00001901	Alicyclobacillus acidocaldarius	99.443	405212	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	Alicyclobacillus	Alicyclobacillus acidocaldarius
SAMN06473710	Megamonas hypermegale	99.448	158847	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Megamonas	Megamonas hypermegale
SAMEA43986418	Faecalibaculum rodentium	99.451	1702221	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Faecalibaculum	Faecalibaculum rodentium
SAMN09935166	Candidatus Liberibacter asiaticus	99.452	34021	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Liberibacter	Candidatus Liberibacter asiaticus
SAMD00046889	Halorhodospira halochloris	99.455	1052	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Halorhodospira	Halorhodospira halochloris
SAMN00102929	Oxalobacter formigenes	99.456	847	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Oxalobacter	Oxalobacter formigenes
SAMD00064381	Salinispora tropica	99.459	168695	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Salinispora	Salinispora tropica
SAMN09074966	Pseudorhodoplanes sinuspersici	99.473	1235591	Proteobacteria	Alphaproteobacteria	Rhizobiales		Pseudorhodoplanes	Pseudorhodoplanes sinuspersici
SAMN00713609	Dokdonia sp. 4H-3-7-5	99.477	983548	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Dokdonia	Dokdonia sp. 4H-3-7-5
SAMN00713606	Alicycliphilus denitrificans	99.483	179636	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Alicycliphilus	Alicycliphilus denitrificans
SAMD00089905	Cellulomonas fimi	99.497	1708	Actinobacteria	Actinobacteria	Micrococcales	Cellulomonadaceae	Cellulomonas	Cellulomonas fimi
SAMN03571539	Thioalkalivibrio versutus	99.5	106634	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Thioalkalivibrio	Thioalkalivibrio versutus
SAMN06817956	Monoglobus pectinilyticus	99.501	1981510	Firmicutes	Clostridia	Clostridiales		Monoglobus	Monoglobus pectinilyticus
SAMD00064371	Catenulispora acidiphila	99.503	304895	Actinobacteria	Actinobacteria	Catenulisporales	Catenulisporaceae	Catenulispora	Catenulispora acidiphila
SAMD00009750	Arcanobacterium phocae	99.514	131112	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Arcanobacterium	Arcanobacterium phocae
SAMD00064384	Saccharopolyspora erythraea	99.515	1836	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Saccharopolyspora	Saccharopolyspora erythraea
SAMN04480372	Actinomyces meyeri	99.515	52773	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Schaalia	Schaalia meyeri
SAMEA1886134	Glaesserella parasuis	99.516	738	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Glaesserella	Glaesserella parasuis
SAMN00713590	Cellulophaga lytica	99.516	979	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Cellulophaga	Cellulophaga lytica
SAMN04244577	Moorella thermoacetica	99.522	1525	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Moorella	Moorella thermoacetica
SAMN02367297	Neorickettsia helminthoeca	99.527	33994	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Neorickettsia	Neorickettsia helminthoeca
SAMD00029041	Blastochloris viridis	99.529	1079	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Blastochloris	Blastochloris viridis
SAMN02232056	Sulfurospirillum barnesii	99.538	44674	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Sulfurospirillum	Sulfurospirillum barnesii
SAMN08777811	Eubacterium limosum	99.544	1736	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium limosum
SAMEA1982609	Bordetella trematum	99.548	123899	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	Bordetella trematum
SAMN08049187	Borreliella burgdorferi	99.549	139	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borreliella	Borreliella burgdorferi
SAMN02440754	Thermodesulfovibrio yellowstonii	99.55	28262	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Thermodesulfovibrio	Thermodesulfovibrio yellowstonii
SAMN07694637	Butyrivibrio fibrisolvens	99.553	831	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Butyrivibrio	Butyrivibrio fibrisolvens
SAMN08152918	Dickeya dianthicola	99.553	204039	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	Dickeya	Dickeya dianthicola
SAMD00048612	Rhizobacter gummiphilus	99.554	946333	Proteobacteria	Betaproteobacteria	Burkholderiales		Rhizobacter	Rhizobacter gummiphilus
SAMN02256523	Myroides odoratus	99.556	256	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Myroides	Myroides odoratus
SAMEA104038634	Dinoroseobacter shibae	99.556	215813	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Dinoroseobacter	Dinoroseobacter shibae
SAMN02584912	Hyphomicrobium sp. MC1	99.564	717785	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	Hyphomicrobium sp. MC1
SAMN02232058	Thermodesulfobacterium geofontis	99.566	1295609	Thermodesulfobacteria	Thermodesulfobacteria	Thermodesulfobacteriales	Thermodesulfobacteriaceae	Thermodesulfobacterium	Thermodesulfobacterium geofontis
SAMN00002585	Streptosporangium roseum	99.574	2001	Actinobacteria	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Streptosporangium	Streptosporangium roseum
SAMN09232890	Mesorhizobium ciceri	99.576	39645	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium ciceri
SAMN02356577	Lysinibacillus sphaericus	99.577	1421	Firmicutes	Bacilli	Bacillales	Bacillaceae	Lysinibacillus	Lysinibacillus sphaericus
SAMN00713610	Glaciecola sp. 4H-3-7+YE-5	99.581	983545	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Glaciecola	Glaciecola sp. 4H-3-7+YE-5
SAMN01779560	Acidaminococcus intestini	99.589	187327	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus	Acidaminococcus intestini
SAMN04295762	Zymomonas mobilis	99.591	542	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Zymomonas	Zymomonas mobilis
SAMD00064382	Nakamurella multipartita	99.591	53461	Actinobacteria	Actinobacteria	Nakamurellales	Nakamurellaceae	Nakamurella	Nakamurella multipartita
SAMN03737952	Arcobacter halophilus	99.597	197482	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Arcobacter	Arcobacter halophilus
SAMEA2003369	Morganella morganii	99.603	582	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Morganella	Morganella morganii
SAMN03743787	Enterobacter cloacae	99.607	550	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter cloacae
SAMN07312406	Roseomonas sp. FDAARGOS_362	99.61	2018065	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Roseomonas	Roseomonas sp. FDAARGOS_362
SAMN02261408	Thermus oshimai	99.615	56957	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Thermus	Thermus oshimai
SAMN02873951	Ochrobactrum anthropi	99.619	529	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Ochrobactrum	Ochrobactrum anthropi
SAMD00064377	Intrasporangium calvum	99.623	53358	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	Intrasporangium	Intrasporangium calvum
SAMD00064390	Tsukamurella paurometabola	99.624	2061	Actinobacteria	Actinobacteria	Corynebacteriales	Tsukamurellaceae	Tsukamurella	Tsukamurella paurometabola
SAMD00064388	Sanguibacter keddieii	99.624	60920	Actinobacteria	Actinobacteria	Micrococcales	Sanguibacteraceae	Sanguibacter	Sanguibacter keddieii
SAMN02598540	Desulfallas gibsoniae	99.625	102134	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfallas	Desulfallas gibsoniae
SAMN03763311	Massilia sp. WG5	99.627	1707785	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia sp. WG5
SAMN01797701	Nostoc sp. PCC 7524	99.629	28072	Cyanobacteria		Nostocales	Nostocaceae	Nostoc	Nostoc sp. PCC 7524
SAMN06040428	Sphingomonas koreensis	99.633	93064	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas koreensis
SAMN05017605	Acidipropionibacterium acidipropionici	99.634	1748	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Acidipropionibacterium	Acidipropionibacterium acidipropionici
SAMN10150410	Thermoanaerobacterium thermosaccharolyticum	99.64	1517	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family III. Incertae Sedis	Thermoanaerobacterium	Thermoanaerobacterium thermosaccharolyticum
SAMN00191237	Leadbetterella byssophila	99.642	316068	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Leadbetterella	Leadbetterella byssophila
SAMN03996253	Bartonella bacilliformis	99.645	774	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bartonellaceae	Bartonella	Bartonella bacilliformis
SAMN02256510	Frankia sp. QA3	99.653	710111	Actinobacteria	Actinobacteria	Frankiales	Frankiaceae	Frankia	Frankia sp. QA3
SAMN00103049	Simonsiella muelleri	99.654	72	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Simonsiella	Simonsiella muelleri
SAMN08131267	Zhihengliuella sp. ISTPL4	99.657	2058657	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Zhihengliuella	Zhihengliuella sp. ISTPL4
SAMD00015847	Burkholderia insecticola	99.658	758793	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia insecticola
SAMN02982997	Tatlockia micdadei	99.66	451	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Tatlockia	Tatlockia micdadei
SAMD00064370	Beutenbergia cavernae	99.662	84757	Actinobacteria	Actinobacteria	Micrococcales	Beutenbergiaceae	Beutenbergia	Beutenbergia cavernae
SAMN02769646	Leisingera methylohalidivorans	99.664	133924	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Leisingera	Leisingera methylohalidivorans
SAMN02232011	Azospira oryzae	99.666	146939	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Azospira	Dechlorosoma suillum
SAMN02194602	Pseudoalteromonas piscicida	99.669	43662	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas piscicida
SAMN01797693	Cylindrospermum stagnale	99.672	142864	Cyanobacteria		Nostocales	Nostocaceae	Cylindrospermum	Cylindrospermum stagnale
SAMN02261415	Frateuria aurantia	99.675	81475	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Frateuria	Frateuria aurantia
SAMN00138957	Oceanithermus profundus	99.676	187137	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Oceanithermus	Oceanithermus profundus
SAMEA871988	Brachyspira pilosicoli	99.686	52584	Spirochaetes	Spirochaetia	Brachyspirales	Brachyspiraceae	Brachyspira	Brachyspira pilosicoli
SAMD00064385	Saccharothrix espanaensis	99.69	103731	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Saccharothrix	Saccharothrix espanaensis
SAMN02864172	Streptomyces lydicus	99.692	47763	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces lydicus
SAMN07786750	Candidatus Fonsibacter ubiquis	99.704	1925548	Proteobacteria	Alphaproteobacteria	Pelagibacterales		Candidatus Fonsibacter	Candidatus Fonsibacter ubiquis
SAMN03457231	Delftia tsuruhatensis	99.706	180282	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Delftia	Delftia tsuruhatensis
SAMN02440787	Cupriavidus taiwanensis	99.709	164546	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus taiwanensis
SAMEA1034371	Trueperella pyogenes	99.713	1661	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Trueperella	Trueperella pyogenes
SAMN02261379	Rhodothermus marinus	99.718	29549	Bacteroidetes		Bacteroidetes Order II. Incertae sedis	Rhodothermaceae	Rhodothermus	Rhodothermus marinus
SAMEA3724636	Acinetobacter baumannii	99.719	470	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter baumannii
SAMD00064376	Stackebrandtia nassauensis	99.723	283811	Actinobacteria	Actinobacteria	Glycomycetales	Glycomycetaceae	Stackebrandtia	Stackebrandtia nassauensis
SAMN02864944	Nitrosococcus oceani	99.726	1229	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Nitrosococcus	Nitrosococcus oceani
SAMN03996290	Achromobacter xylosoxidans	99.731	85698	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter xylosoxidans
SAMN02598516	Segniliparus rotundus	99.734	286802	Actinobacteria	Actinobacteria	Corynebacteriales	Segniliparaceae	Segniliparus	Segniliparus rotundus
SAMEA3642838	Methylorubrum extorquens	99.74	408	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylorubrum	Methylorubrum extorquens
SAMN02584996	Entomoplasma somnilux	99.741	215578	Tenericutes	Mollicutes	Entomoplasmatales	Entomoplasmataceae	Entomoplasma	Entomoplasma somnilux
SAMN05296524	Candidatus Planktophila lacus	99.752	1884913	Actinobacteria	Actinobacteria	Candidatus Nanopelagicales	Candidatus Nanopelagicaceae	Candidatus Planktophila	Candidatus Planktophila lacus
SAMN02261398	Saccharomonospora azurea	99.753	40988	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Saccharomonospora	Saccharomonospora azurea
SAMEA1687863	Melissococcus plutonius	99.754	33970	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Melissococcus	Melissococcus plutonius
